,VariableName.sleep,VariableName.salt,nudge,time,user_id
32,12.0,1.0,1,32,2
33,12.0,0.968595622017921,1,33,2
34,10.960264940394952,1.0,1,34,2
35,9.404816771120796,0.9680414024882315,0,35,2
36,10.763779048946235,0.9488053714204712,0,36,2
37,9.388848136248898,0.8902841244130532,0,37,2
38,8.70729914269542,0.7763591622725401,0,38,2
39,9.898272658673028,0.7741439903551958,0,39,2
40,7.4638653671640265,0.765165063916816,0,40,2
41,7.683323783772323,0.6651329862450827,0,41,2
0,7.232422972909173,0.9108925755540915,0,0,3
1,8.41956704056046,0.8695188399361629,0,1,3
2,9.656884284682992,0.8198626274817477,0,2,3
3,7.8484627258419035,0.8569599274605211,0,3,3
4,8.673492068023803,0.874095345355056,0,4,3
5,8.292253286316821,0.8731225978148025,0,5,3
6,8.471835202415553,0.8402236984919952,0,6,3
7,7.766147490152651,0.8899297358057818,0,7,3
8,7.6882253957112,0.8183361549600422,0,8,3
9,8.266848227581034,0.868320567111394,0,9,3
10,10.835863976004937,0.8409689041267732,0,10,3
11,9.522401203676223,0.9135633346298164,0,11,3
12,7.390195523502992,0.9148665667897149,0,12,3
13,7.395259838513411,0.7432453060197478,0,13,3
14,10.161919468079503,0.8135705012255513,1,14,3
15,10.844479313024841,0.8980842499979956,1,15,3
16,12.0,1.0,1,16,3
17,11.229803478863177,0.9656081194485658,1,17,3
18,10.566213155413505,0.9779538683853705,1,18,3
19,11.596033471217082,0.9817653227804157,1,19,3
20,12.0,1.0,1,20,3
21,11.249583958381368,0.9366316913268253,0,21,3
22,8.624193120087813,1.0,0,22,3
23,8.551542179491518,0.877641895879446,0,23,3
24,8.251150850092642,0.7495320273514735,0,24,3
25,8.197264882560205,0.7560694019112268,0,25,3
26,9.199498777050241,0.7667687672705872,0,26,3
27,8.582911367792997,0.7784383285209355,0,27,3
28,8.994044345204484,0.7376635396100194,2,28,3
29,8.90897302928523,0.7350951248010656,2,29,3
30,8.51315722312855,0.7373050547767165,2,30,3
31,7.956534931212619,0.7690015038966873,2,31,3
32,8.381047517909023,0.8000767300012999,2,32,3
33,9.322613072298479,0.7633706919522271,2,33,3
34,10.065908428740384,0.7932535981059622,2,34,3
35,7.926509361129482,0.7443328876527837,0,35,3
36,10.283346182259931,0.6637845581824745,0,36,3
37,9.63048586939922,0.6300396375257918,0,37,3
38,8.044159024847927,0.7406536215615465,0,38,3
39,7.120325900005598,0.6866227409016774,0,39,3
40,7.107305471243142,0.8155961803072518,0,40,3
41,8.743368234194062,0.7615539475895073,0,41,3
0,5.224335083650767,0.825258221174604,0,0,4
1,5.0,0.8283379404750708,0,1,4
2,5.0,0.8858260048270807,0,2,4
3,6.5881120508234945,0.9162587443911728,0,3,4
4,6.299562123627153,0.8129971117663146,0,4,4
5,5.0,0.8812629676947182,0,5,4
6,5.80330300163821,0.7545028860786124,0,6,4
7,5.802491976909691,0.8836557997368573,0,7,4
8,5.505935773347551,0.8336771250619969,0,8,4
9,5.0,0.7706030736342945,0,9,4
10,6.247308133505949,0.8274740863738784,0,10,4
11,5.213543522622229,0.9295658679584206,0,11,4
12,6.131511291025111,0.8614710586765191,0,12,4
13,5.589071989353157,0.9189295516507525,0,13,4
14,8.143058956595512,0.9145661766642927,1,14,4
15,7.843639148076045,0.7942805320174283,1,15,4
16,8.206129700759563,0.9261678850265818,1,16,4
17,8.645012217559326,1.0,1,17,4
18,5.908483096777262,0.9715343973264907,1,18,4
19,9.014163026801544,0.9766577226973618,1,19,4
20,7.327352558734523,1.0,1,20,4
21,8.044671112693514,0.9262836589999233,0,21,4
22,7.244671503864406,0.9849984086372181,0,22,4
23,6.114153715800008,0.9502848160477467,0,23,4
24,5.718470043014607,0.8219240557265882,0,24,4
25,5.0,0.7757556542630436,0,25,4
26,5.641303122211692,0.7756375478945869,0,26,4
27,5.331902715678694,0.7547166901262699,0,27,4
28,5.0,0.6993161873987709,2,28,4
29,5.505525267419311,0.6918963762808849,2,29,4
30,6.596124279945874,0.7738482480873451,2,30,4
31,6.231511732534272,0.7719246248916697,2,31,4
32,8.263084395782593,0.7345519573992783,2,32,4
33,5.0,0.7708609527145458,2,33,4
34,6.389337816956954,0.7352119227272956,2,34,4
35,5.386172615863357,0.7327185953708749,0,35,4
36,6.452375404856164,0.7235490141219603,0,36,4
37,8.523528779007096,0.694792629914244,0,37,4
38,5.141418211235051,0.6242910919688106,0,38,4
39,5.896395122808281,0.6350779463958969,0,39,4
40,5.0,0.719405906968846,0,40,4
41,5.0,0.8201330675695994,0,41,4
